mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__learning_rate,param_classifier__max_depth,param_classifier__n_estimators,param_classifier__reg_lambda,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.22958059310913087,0.013081704694515132,0.0058726310729980465,0.00024439719062975226,0.3,3,300,1.0,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 3, 'classifier__n_estimators': 300, 'classifier__reg_lambda': 1.0}",0.7924528301886793,0.7666666666666667,0.8,0.8214285714285714,0.819672131147541,0.8000440398862917,0.020071061770965355,29
0.11572475433349609,0.0030892264701852658,0.005505180358886719,0.00047960947934394386,0.3,5,100,0.1,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 5, 'classifier__n_estimators': 100, 'classifier__reg_lambda': 0.1}",0.8076923076923077,0.7796610169491526,0.7843137254901961,0.8,0.7741935483870968,0.7891721197037507,0.012638536493378573,35
0.12182245254516602,0.00561884892496337,0.00550532341003418,0.000315934719594819,0.3,5,100,1.0,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 5, 'classifier__n_estimators': 100, 'classifier__reg_lambda': 1.0}",0.8076923076923077,0.7586206896551724,0.8148148148148148,0.8214285714285714,0.7741935483870968,0.7953499863955926,0.024527295594731123,33
0.1772772789001465,0.013136723601914724,0.00587611198425293,0.0005019463303796431,0.3,5,200,0.1,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 5, 'classifier__n_estimators': 200, 'classifier__reg_lambda': 0.1}",0.8076923076923077,0.7796610169491526,0.8076923076923077,0.8,0.7741935483870968,0.793847836144173,0.014203835898188383,34
0.20112709999084472,0.004201283346847042,0.005514001846313477,0.00012264596539717589,0.3,5,200,1.0,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 5, 'classifier__n_estimators': 200, 'classifier__reg_lambda': 1.0}",0.8076923076923077,0.7796610169491526,0.7924528301886793,0.8214285714285714,0.819672131147541,0.8041813714812502,0.016053427555329576,25
0.26484107971191406,0.009661155924596994,0.006368303298950195,0.0006435873367666427,0.3,5,300,0.1,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 5, 'classifier__n_estimators': 300, 'classifier__reg_lambda': 0.1}",0.8076923076923077,0.7796610169491526,0.7843137254901961,0.8,0.7741935483870968,0.7891721197037507,0.012638536493378573,35
0.27435526847839353,0.013329250204009678,0.006336736679077149,0.0006861694559937119,0.3,5,300,1.0,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 5, 'classifier__n_estimators': 300, 'classifier__reg_lambda': 1.0}",0.8076923076923077,0.7931034482758621,0.7924528301886793,0.8214285714285714,0.8064516129032258,0.8042257540977292,0.01072581735372959,24
0.1255337715148926,0.008811984358089475,0.005421495437622071,0.00037709609607927084,0.3,7,100,0.1,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 7, 'classifier__n_estimators': 100, 'classifier__reg_lambda': 0.1}",0.8076923076923077,0.7931034482758621,0.8301886792452831,0.8363636363636363,0.78125,0.8097196143154178,0.02106946802971459,13
0.14017767906188966,0.010744559703380566,0.00825505256652832,0.005144624832869329,0.3,7,100,1.0,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 7, 'classifier__n_estimators': 100, 'classifier__reg_lambda': 1.0}",0.8301886792452831,0.7796610169491526,0.8235294117647058,0.8363636363636363,0.7936507936507936,0.8126787075947144,0.022079593037918833,8
0.20115418434143068,0.017302214594375982,0.006507396697998047,0.0006811997743907384,0.3,7,200,0.1,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 7, 'classifier__n_estimators': 200, 'classifier__reg_lambda': 0.1}",0.8076923076923077,0.7931034482758621,0.7924528301886793,0.8148148148148148,0.7692307692307693,0.7954588340404867,0.0156640170725518,32
0.2273942470550537,0.023171970565541284,0.006507730484008789,0.0005749617865606639,0.3,7,200,1.0,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 7, 'classifier__n_estimators': 200, 'classifier__reg_lambda': 1.0}",0.8301886792452831,0.7796610169491526,0.8076923076923077,0.8363636363636363,0.7936507936507936,0.8095112867802348,0.021421978309776258,14
0.23054885864257812,0.014119591832399562,0.005898475646972656,0.00040880623661638735,0.3,7,300,0.1,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 7, 'classifier__n_estimators': 300, 'classifier__reg_lambda': 0.1}",0.8076923076923077,0.7931034482758621,0.8148148148148148,0.8148148148148148,0.75,0.7960850771195599,0.024368251449426517,31
